Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2022-02-11,133.4819793701172,138.32691610031569,132.60473309175262,137.77374555304485,39958000
2022-02-14,134.71804809570312,135.48743587399645,132.4620772368233,132.4620772368233,34302000
2022-02-15,135.7941131591797,137.28517090384545,135.01180231428398,136.75036860669405,26680000
2022-02-16,136.9168701171875,137.26278747790528,134.11963545323007,135.83187026783972,25022000
2022-02-17,131.74884033203125,136.29606186664606,131.68869992433548,135.43075288338343,38950000
2022-02-18,129.62559509277344,133.27074146885232,129.42032894496498,132.6713242741991,45620000
2022-02-22,129.0395965576172,131.39247438984478,127.45906414945327,129.0639409096522,44990000
2022-02-23,126.82737731933594,131.26376844726155,126.76723690002764,130.86367160476112,32786000
2022-02-24,131.8999481201172,132.20711169927176,124.20858028871129,124.20858028871129,54456000
2022-02-25,133.65792846679688,134.4650842438076,130.9660643296616,132.75583727668248,36406000
2022-02-28,134.25186157226562,134.94220988931022,131.80204573364148,132.25682258449942,38864000
2022-03-01,133.26226806640625,135.44318849556387,132.42430658177463,134.0743987504672,26496000
2022-03-02,133.7692413330078,134.4561161649119,132.27818373169396,133.8254077789069,23520000
2022-03-03,133.1012420654297,135.6260927709551,132.23244442777408,135.19914893630838,24604000
2022-03-04,131.12013244628906,133.05354459268938,129.56048581053923,132.13505703090703,30430000
2022-03-07,125.62508392333984,130.94964934342582,125.54207801591977,130.70412780420082,45112000
2022-03-08,126.34675598144531,130.46754242732567,124.92528073964256,125.49735033485614,40428000
2022-03-09,132.62460327148438,132.93822833664126,129.1260843481061,130.46754173493875,37026000
2022-03-10,131.6400146484375,132.47749079965467,130.13206007166875,130.4834530154013,27102000
2022-03-11,129.0962677001953,132.99787160510658,128.85869409083313,132.69269500928414,31526000
2022-03-14,125.20013427734375,129.63155790630353,124.52816937594511,129.47350918903174,38812000
2022-03-15,128.42776489257812,129.08036041319235,124.97099561794094,126.21901155597463,30920000
2022-03-16,132.48594665527344,132.53812396756078,127.9670425512533,129.95363304530028,35576000
2022-03-17,133.04110717773438,133.2811682958072,131.3969607813396,132.35521826895487,28264000
2022-03-18,135.31396484375,135.43175814024005,131.47001434891624,132.6290633768955,44566000
2022-03-21,135.29013061523438,136.23297769775175,133.29310462500897,135.35175748250273,26832000
2022-03-22,139.03416442871094,140.20912465713957,135.29012387121904,135.29012387121904,35496000
2022-03-23,137.45115661621094,138.75633257699457,137.01329191544855,137.87561296185783,25154000
2022-03-24,140.72801208496094,140.77472897804753,136.92929162847878,138.37014375246187,26396000
2022-03-25,140.82839965820312,141.18824105648594,138.90443733459907,141.06994721627316,24126000
2022-03-28,140.61221313476562,141.1559492617767,138.9780015247336,140.0605139005608,35050000
2022-03-29,141.6559295654297,142.93626058492885,141.19171837433169,141.7970964844151,34318000
2022-03-30,141.09231567382812,141.86965133760404,140.7558327304496,141.61070629571088,19884000
2022-03-31,138.2384490966797,141.26081989485832,138.19570617073663,141.20613989201064,37524000
2022-04-01,139.3149871826172,139.63357214652848,137.4829719618927,138.6683677007803,25942000
2022-04-04,142.11917114257812,142.85526562671214,139.47403919980835,139.5217571731668,25942000
2022-04-05,139.75286865234375,142.1380544214497,139.54561551027928,142.0172882097169,21418000
2022-04-06,135.73394775390625,138.5296805105521,134.70908842827123,137.9228159945289,32468000
2022-04-07,135.07839965820312,136.34679370749257,133.427291093324,135.19916586671314,26234000
2022-04-08,132.49288940429688,134.86117782801782,132.1728028749494,134.77519145002083,25142000
2022-04-11,128.0554962158203,131.30500467073742,127.90142149070257,131.03761115537017,36884000
2022-04-12,126.953125,130.81546706889182,126.03314343903256,130.81546706889182,32710000
2022-04-13,129.11961364746094,129.55699294493664,126.97944921777155,127.23690781797103,27928000
2022-04-14,125.9744873046875,129.7016382775557,125.84625095385125,129.7016382775557,31598000
2022-04-18,126.91535186767578,127.4481520009854,125.42976215444064,126.24288641630555,20808000
2022-04-19,129.2339630126953,129.5560214376805,126.24239775021455,126.93027377486973,26490000
2022-04-20,127.27667236328125,130.61565614591467,126.73989829141833,130.11167490638292,31696000
2022-04-21,124.0704116821289,129.32290748213728,123.784126604861,128.47947034252368,36446000
2022-04-22,118.92227935791016,124.65440417196703,118.21602004799682,124.25480030947274,56884000
2022-04-25,122.34028625488281,122.54257192760788,117.80449285222532,118.39097190007053,46128000
2022-04-26,117.94265747070312,121.77964629471171,117.80448619401584,121.56543114122859,73054000
2022-04-27,113.61312103271484,116.54304367581462,112.06441058282587,113.78707319758975,91820000
2022-04-28,117.81591796875,118.93619817833041,113.43469241008683,115.72098381439348,48884000
2022-04-29,113.4292221069336,117.21700652937484,113.13598259851811,116.03857291186468,42676000
2022-05-02,115.88797760009766,116.04950732140709,111.92872100087676,112.72892220677952,35534000
2022-05-03,116.63451385498047,117.73591021989792,115.34276130007606,115.73639666601565,24968000
2022-05-04,121.5321273803711,122.12208739664607,114.42971894184117,116.33380387873802,49916000
2022-05-05,115.81094360351562,120.31741743526412,114.31988597771957,119.48739626697366,45840000
2022-05-06,115.05645751953125,116.87058205109199,113.33578193586037,114.4978114880864,39710000
2022-05-09,111.84026336669922,114.39096794992244,111.33280867155476,112.57485621523286,40802000
2022-05-10,113.7130126953125,115.55695715500774,112.22742318323785,114.81888338337093,39900000
2022-05-11,112.92524719238281,115.6707822589766,112.56143181091423,112.56143181091423,37534000
2022-05-12,112.17127227783203,113.61361843345463,109.1697725659564,110.71351561460774,53836000
2022-05-13,115.35865783691406,117.17228201605276,112.92774118153335,113.85020267247533,35038000
2022-05-16,113.76273345947266,115.47744831947287,113.21054884584493,114.27018816167096,25990000
2022-05-17,115.77864074707031,116.20309710957926,114.1852002558248,116.14395018327838,23054000
2022-05-18,111.23239135742188,114.71202608967901,110.89044040858651,114.31440923642236,35126000
2022-05-19,109.72593688964844,112.33628116950564,109.34422347633978,110.76719271537465,34144000
2022-05-20,108.25873565673828,111.51471360522497,105.16578905256166,111.28359390397131,48962000
2022-05-23,110.82335662841797,111.47892510130204,108.09273139410739,108.9341891203505,37184000
2022-05-24,105.33824920654297,105.82383944668105,101.27710276285752,105.14143154716889,76780000
2022-05-25,105.17423248291016,105.8650888627425,103.23734709654535,104.35961425816333,40258000
2022-05-26,107.14988708496094,108.00177265083983,104.59768865078523,105.04699746381934,37948000
2022-05-27,111.64691162109375,111.64840565158494,108.48785619465139,108.83030770139854,37914000
2022-05-31,113.08379364013672,115.0450309118303,111.41032786657507,112.0743447671006,50012000
2022-06-01,113.21302032470703,116.4033897404966,112.57484936748612,114.17028434444956,36606000
2022-06-02,116.92127990722656,117.19662897020942,112.27316142016656,113.3203782106732,37992000
2022-06-03,113.85814666748047,115.62803424981857,112.84174336774471,115.37057564840961,26136000
2022-06-06,116.12407684326172,118.6355119984797,115.47148881394793,116.00876346384166,33542000
2022-06-07,116.45109558105469,116.98937123932387,114.36610405154696,114.79204682193456,31590000
2022-06-08,116.49534606933594,117.86364301231643,115.90488545172695,116.06542169578397,26108000
2022-06-09,114.1509017944336,117.593754839047,114.09175487021218,115.63400390416722,25798000
2022-06-10,110.49879455566406,112.60367109339268,109.70803533883117,111.77464346239495,41452000
2022-06-13,105.75823974609375,108.14293251468217,105.48637168064313,106.14988811241825,47252000
2022-06-14,106.07930755615234,107.28109964947232,105.1692685318189,105.89988738183253,33706000
2022-06-15,109.11013793945312,110.75924434607151,107.0276261535007,107.89790275976372,39698000
2022-06-16,105.40137481689453,108.00078319480663,104.51121321843314,106.5817954556789,51684000
2022-06-17,106.50475311279297,108.05147659913487,104.41975395732656,105.40136989732684,51376000
2022-06-21,110.8790283203125,111.81889493043958,107.9525787560507,108.28011274049477,47416000
2022-06-22,110.82286071777344,112.67077169829913,109.72444493334895,109.89741119699634,30774000
2022-06-23,111.5728530883789,112.07037281853695,109.84174197704682,111.56241762682747,28362000
2022-06-24,117.27168273925781,117.37506661936075,112.27912561435399,112.32137558472176,41164000
2022-06-27,115.14295196533203,117.87257604180955,114.49284392810239,117.56790757654245,36420000
2022-06-28,111.33975982666016,116.61015355627484,111.18121057476169,115.11213387147164,35792000
2022-06-29,111.03558349609375,112.48588519971345,110.21152327242217,110.88697675313786,24716000
2022-06-30,108.31340026855469,110.22692716271615,106.11359590583895,109.34422060554833,43170000
2022-07-01,108.0892562866211,108.59869794593797,106.09421740575625,107.2895480052675,35476000
2022-07-05,112.5877685546875,112.70108735158314,105.10116680039341,106.46200860720363,39342000
2022-07-06,113.88896942138672,114.90040534240629,110.81142577972525,112.62654395425987,37432000
2022-07-07,118.07485961914062,118.47893798548219,114.14891153732349,114.39394012046061,40936000
2022-07-08,118.64195251464844,118.9714734255287,116.20456710551392,116.55099255288098,38238000
2022-07-11,114.98688507080078,117.29454795960358,114.64294710603728,117.29454795960358,31196000
2022-07-12,113.34076690673828,116.27665846206226,113.01223942751324,115.5221805714548,29960000
2022-07-13,110.68965148925781,113.51520432957504,110.53855723301301,111.03507587761209,43722000
2022-07-14,109.70954132080078,110.43071823411985,107.7269323778648,109.55347958626427,37004000
2022-07-15,111.11112976074219,112.46601072737333,110.23886617356108,111.33280749541423,46770000
2022-07-18,108.3800048828125,113.00228493162726,107.72394348641585,111.96848409181302,43164600
2022-07-19,113.13150787353516,113.34025502745915,108.90684467367008,110.18915511969847,36530900
2022-07-20,113.22098541259766,114.71204314608073,111.8094525783725,112.49533397871468,35600400
2022-07-21,113.6583480834961,113.86710282329905,110.44760826832274,113.59870820578736,32676200
2022-07-22,107.25674438476562,111.67026970346,105.86508911436731,110.33826189384762,48901200
2022-07-25,106.86906433105469,109.21499542618574,105.66627884663836,107.7637003561319,34690900
2022-07-26,104.39390563964844,106.56090957630254,103.44957222750966,105.9644880747459,47991000
2022-07-27,112.385986328125,113.23092508976809,107.36609663459588,108.60864471476322,59858500
2022-07-28,113.53907775878906,113.65835752411407,110.79552939763659,111.7001080655476,32816600
2022-07-29,115.62654876708984,116.01422314436486,112.38598139282392,112.40586640822389,37223400
2022-08-01,114.17524719238281,116.02415915770047,113.65834299567526,114.61262649976445,26034300
2022-08-02,114.44364166259766,115.65636976006085,113.04205142058181,113.32038096742687,20236000
2022-08-03,117.37606048583984,117.91284215200236,114.79156206587736,115.02018665944516,28499000
2022-08-04,117.48541259765625,118.07189167165872,116.19315951567754,116.7796461735919,21602900
2022-08-05,116.76968383789062,117.40586776237431,115.30844627937287,115.53707843219229,19159500
2022-08-08,116.60071563720703,119.43372376168966,116.18321371577406,117.68421392990444,19138300
2022-08-09,115.93470001220703,116.62058895961314,115.0201864716065,116.44166173785118,19086500
2022-08-10,118.98639678955078,120.19912488505013,117.70409389136421,118.07188325599472,30930400
2022-08-11,118.13151550292969,120.76571868354137,117.85318597451685,120.55697153723173,24293700
2022-08-12,120.95458984375,120.95458984375,118.74782343653995,119.54305717056714,19096300
2022-08-15,121.35221099853516,121.57090066231521,119.89097332137867,120.40786995802233,19494800
2022-08-16,120.97447204589844,121.70012342561321,119.92079375307682,120.7955448278805,19041200
2022-08-17,118.83729553222656,120.56692025061909,118.66830323792476,119.40389712535055,22847000
2022-08-18,119.45359802246094,120.09972452798992,118.01224531189828,118.71801169722914,17987700
2022-08-19,116.51123046875,118.4396672346075,116.06391625873032,118.35019984225725,21809500
2022-08-22,113.55894470214844,114.94065747155288,113.17127033282841,114.51322065616014,21456600
2022-08-23,113.18122100830078,114.32436676767776,112.7537841620611,112.80348911921683,15870400
2022-08-24,113.01222229003906,114.09572044983996,112.19711114746521,112.82335257693548,17734600
2022-08-25,115.95458221435547,116.02416459980168,113.42972373916109,113.5589460024437,16956800
2022-08-26,109.68219757080078,114.43370767328705,109.53309787228136,114.03609078144194,37245700
2022-08-29,108.76768493652344,110.28856254541247,108.15138595373318,109.33428654736271,21191200
2022-08-30,108.2905502319336,109.84124777365112,107.15734701546133,109.5132132678535,27513300
2022-08-31,107.5748291015625,110.1891471747718,107.4853617083824,109.99034254267694,28627000
2022-09-01,109.08577728271484,109.79154367151925,106.71996850402212,107.63448205707193,28360900
2022-09-02,107.20704650878906,110.07981705454625,106.62056745703987,109.93070976860459,24160700
2022-09-06,106.1732406616211,107.38596874114498,105.14938230776735,106.66032494530609,25068300
2022-09-07,108.79749298095703,109.32433967019662,106.26269977125747,106.4217419615876,23167000
2022-09-08,107.73387908935547,108.94660715109153,106.52115861153055,107.39590967354634,24238300
2022-09-09,109.99034881591797,110.32831822653726,108.37006139468133,108.41976634749524,23197700
2022-09-12,110.1990966796875,110.95456798066284,109.27464067230916,110.3283189403643,22966800
2022-09-13,103.69808959960938,107.65436592170875,103.46945742183634,107.15734670246523,38172900
2022-09-14,104.37403106689453,104.65236060298048,103.04202326308005,103.94659425535939,26395100
2022-09-15,102.29649353027344,104.64241713455809,101.7398268793028,103.40981166439273,34188300
2022-09-16,102.18714904785156,102.51517595124567,100.33823704438211,101.46149768962303,42797200
2022-09-19,102.4555435180664,102.71399564052905,100.94460839948577,101.14341305743453,23036800
2022-09-20,100.53704071044922,101.75971124946722,99.92073418731424,101.47143921044817,26517100
2022-09-21,98.68814086914062,102.26667794519909,98.67819836066518,101.06389227267479,31487300
2022-09-22,99.54300689697266,100.63644764356222,98.20105654507131,98.23087648428292,34298600
2022-09-23,98.15135192871094,99.06587304318265,96.88892646629729,99.03604551995694,31625400
2022-09-26,97.58475494384766,99.28455982033644,97.2169655630327,97.51517255418713,27072700
2022-09-27,96.91874694824219,99.40384302383815,96.2925054674001,98.83724142195872,30072800
2022-09-28,99.45355224609375,100.09967118634215,96.5310767089488,97.06785839437818,32466300
2022-09-29,96.83922576904297,98.05195391388744,95.38793051528353,98.05195391388744,31047200
2022-09-30,95.07977294921875,98.31039769731512,94.99030555102236,96.47142820364247,32941500
2022-10-03,98.05194854736328,98.69807503322653,95.94458437953722,96.18315905930629,27982000
2022-10-04,101.0340576171875,101.23286225427235,99.7815671686028,99.84121462685688,28850800
2022-10-05,100.8253173828125,101.322336593497,98.21099906482014,99.23485742540439,22176900
2022-10-06,100.81536865234375,102.31636869945787,99.99031499339465,100.07978238942943,22324000
2022-10-07,98.09171295166016,99.93068253742511,97.71398107702072,99.25473609907833,27502800
2022-10-10,97.27660369873047,98.50920925798714,96.43167252975542,98.40980692938624,18225100
2022-10-11,96.60065460205078,98.65831384179268,95.73583844068543,96.84916420870518,26507100
2022-10-12,96.9783935546875,98.16130179558228,96.16328228870344,96.71994900531315,21876400
2022-10-13,98.46943664550781,99.1851454718156,93.81733685841787,94.58275063585123,34574500
2022-10-14,95.9843521118164,100.08973584129348,95.79548995982137,99.39390436284926,25410700
2022-10-17,99.3740234375,100.32829942385068,98.24082022971412,98.27064016930143,28419200
2022-10-18,100.16925048828125,102.85315883269428,99.37402428483074,102.51518181869643,24060700
2022-10-19,99.03604125976562,100.41775400391155,98.33027491867685,99.41378069859553,23811100
2022-10-20,99.3740234375,101.71001224007928,98.79747932577416,99.40384337708731,25323200
2022-10-21,100.52710723876953,100.70603446583227,97.13744001663463,97.26666228688097,32458700
2022-10-24,101.90882110595703,102.1374532920965,99.38397005364921,101.19311977454204,27176400
2022-10-25,103.85713195800781,104.19510136263077,102.10762230797071,102.28654951745078,40611400
2022-10-26,94.36407470703125,97.72392209253373,94.1255075915412,95.85513245068987,88114100
2022-10-27,91.67021942138672,94.86108166949953,91.25272512737067,93.95650311522053,60710900
2022-10-28,95.71595764160156,95.97440974692447,91.58075429207953,91.719919060197,43697300
2022-10-31,93.94657135009766,95.45750638186193,93.41973221128453,94.85114235087407,31675000
2022-11-01,89.93064880371094,95.45749948398883,89.83124648763102,94.88095543325048,47161400
2022-11-02,86.45152282714844,90.6364236762348,86.36205542548035,90.39785657830541,57038300
2022-11-03,82.93262481689453,86.00419986230375,82.84315741639604,85.80539521394677,61288000
2022-11-04,86.06385040283203,86.12349028269047,83.21095733499016,84.89088473417668,51124900
2022-11-07,87.96246337890625,88.37002279787059,86.33224087087247,86.75967772260765,34078900
2022-11-08,88.3700180053711,89.78155075681613,87.06782250410382,88.3700180053711,30429000
2022-11-09,86.79943084716797,88.90679493833689,86.75966840198619,87.92269148388733,31769100
2022-11-10,93.37997436523438,93.82728863390814,91.06386295795029,91.70004695886526,51620100
2022-11-11,95.83525085449219,96.35214751291798,93.36008964712646,94.12550350261131,33090500
2022-11-14,95.12947082519531,96.21297661319738,93.94657029895365,94.52310680099191,30179500
2022-11-15,97.85314178466797,99.54300401835555,96.13345202872004,97.6742145706613,41640800
2022-11-16,98.26068878173828,99.04597998352057,97.05790329563953,97.31635538855906,29105200
2022-11-17,97.77362060546875,98.6881341411541,96.21298057334282,96.39190779414312,26052600
2022-11-18,96.84915161132812,98.31038912181546,95.79547344301933,98.18115928946112,28342300
2022-11-21,95.03006744384766,97.81337793651,94.7915003565629,96.70999472994043,21647400
2022-11-22,96.47142028808594,96.640404979367,93.48930538068186,95.3779720882428,23438500
2022-11-23,97.8730239868164,98.17123855266888,96.51118859249358,96.51118859249358,18868100
2022-11-25,96.87899017333984,98.05195589305609,96.8193502908852,97.65433898089753,9701400
2022-11-28,95.4773941040039,96.9982716863904,95.04001476855265,96.46149002485787,26237500
2022-11-29,94.62252807617188,95.5469841926796,93.54896466656703,95.1593097809743,20061700
2022-11-30,100.387939453125,100.43764440845241,93.85710723684194,94.25472412772709,43647500
2022-12-01,100.387939453125,101.64043000504421,99.65235313452989,100.41775939275689,28687100
2022-12-02,99.84122467041016,100.16925159620702,98.31040454234913,98.45951182711764,21480700
2022-12-05,98.8869400024414,100.77560683101525,98.4097982497642,98.80741511301005,24405100
2022-12-06,96.40184783935547,99.18515082259113,95.8451811755794,98.70801663525297,24910700
2022-12-07,94.37400817871094,96.30243751879279,94.15531851715572,95.83524584100162,31045400
2022-12-08,93.15132904052734,95.0101834088486,92.89287695665301,94.81137119667201,32213300
2022-12-09,92.2765884399414,93.6980636853028,92.1970635461241,93.21097939860525,28225400
2022-12-12,92.75371551513672,93.00222510130644,91.06385336274687,92.15729402511153,29420000
2022-12-13,95.05989074707031,98.93664207626901,94.46346921578849,97.17719742140095,40593700
2022-12-14,94.50324249267578,96.29251487548706,93.04200464403193,94.63246477102412,28733600
2022-12-15,90.3183364868164,93.08176223516345,89.47340529945954,92.57480048918465,40107000
2022-12-16,89.72190856933594,90.78552935945446,88.98631468913348,90.21892777189433,58011800
2022-12-19,87.91275024414062,90.02010659998854,87.68411809674993,89.72189965841726,29493000
2022-12-20,88.48929595947266,88.64834574541868,86.91872103476729,87.58472494961606,23453800
2022-12-21,89.04596710205078,89.68215110998871,87.79347651846167,88.5489478718548,24745600
2022-12-22,87.23681640625,88.01216518303096,85.80539861286269,87.63443330262554,27658300
2022-12-23,88.69804382324219,89.01613578656314,86.55091738289275,86.5906798262967,23003000
2022-12-27,86.8690185546875,88.40978116829751,86.4912866781748,88.27061639358696,20097300
2022-12-28,85.50718688964844,87.51514887039478,85.4276695748568,86.4614705062658,19523200
2022-12-29,87.92269897460938,88.32031587639192,86.09367184388593,86.10361435200618,23333500
2022-12-30,87.70401763916016,87.77360002877838,86.05391013691137,86.46146955032644,23986300
2023-01-03,88.58870697021484,90.50720142957682,87.99227784940533,89.05589865844571,28131200
2023-01-04,87.55490112304688,90.10957942105821,86.7497248892918,89.81136487760658,34854800
2023-01-05,85.68611907958984,87.04795460904444,85.38791206805844,86.9485522718673,27194400
2023-01-06,86.8193130493164,87.16723256780065,84.35410198384751,86.27259646181945,41381500
2023-01-09,87.49525451660156,89.51315879032069,87.33621232007889,87.83323150806754,29003900
2023-01-10,87.89286804199219,88.1413776265379,85.31831238637562,85.46741965388519,30467800
2023-01-11,90.9743881225586,91.0539130121548,88.47935727874264,88.6483419812014,26862000
2023-01-12,90.58672332763672,91.32231725818158,89.2149529649027,90.93464286036736,30258100
2023-01-13,91.57081604003906,91.64039842156852,89.59267425215299,90.30838308154787,26329200
2023-01-17,90.74577331542969,91.70004934159805,89.51316772961785,91.51117960444924,32602400
2023-01-18,90.57678985595703,92.24677482098227,90.09964804427332,91.59070577790615,29116700
2023-01-19,92.49527740478516,93.05193648946374,90.08969868047147,90.17916608131551,37000400
2023-01-20,97.43563842773438,97.7139755439256,94.45352329516994,94.5330481855103,63191100
2023-01-23,99.19509887695312,99.44360849206205,96.91874989248586,97.36606416611731,40005100
2023-01-24,97.1175537109375,99.01617079422424,96.62053448501887,97.51517060845472,33078500
2023-01-25,94.65233612060547,95.5867346282462,93.20104099030006,95.00024803815968,42330000
2023-01-26,96.9386215209961,96.98832647460665,94.81137994973582,95.92470568897652,30114000
2023-01-27,98.77759552001953,99.7219289376006,96.72987132152899,96.72987132152899,33879800
2023-01-30,96.36209106445312,97.7040414731996,95.8253093841722,96.89887274473404,27226200
2023-01-31,98.2507553100586,98.2905177575421,96.24280100756562,96.29250596289785,29870700
2023-02-01,99.8312759399414,100.58674724081183,96.99826804156612,98.1215286935083,35531100
2023-02-02,107.09768676757812,107.20703158979141,104.98038787036819,105.16925757853852,69883800
2023-02-03,104.15534210205078,107.16727723378527,101.96846066058136,102.31637258300907,65309300
2023-02-06,102.28655242919922,103.73784757677933,101.27262901864569,101.78953323137407,31999600
2023-02-07,106.99829864501953,107.53508032056584,102.50524816720788,102.60465049588427,49010200
2023-02-08,98.77759552001953,102.52511683659164,97.45552266827733,101.4416186539757,94743500
2023-02-09,94.44359588623047,99.43366560150315,93.07181796240208,99.40384566123063,119455000
2023-02-10,94.00621032714844,96.17321432273815,93.68811834540642,94.88096138096122,54980700
2023-02-13,94.04597473144531,94.63245375403223,93.28056090749652,94.17519699474974,50076100
2023-02-14,94.11555480957031,94.28453951526666,91.7099837325286,93.86704521275416,54726100
2023-02-15,96.36209106445312,96.54101829121342,93.5887228416242,93.92669227888722,50169000
2023-02-16,94.94060516357422,97.09766656819714,94.1751913852172,94.80144040094763,42462600
2023-02-17,93.78752136230469,94.99030691417171,92.65431819496185,94.28454056145195,34284100
2023-02-21,91.24279022216797,92.54497816462502,91.17320783403466,92.44557583642192,33629300
2023-02-22,91.10363006591797,91.56088686596968,90.06982911557466,91.153327440584,30884000
2023-02-23,90.34815216064453,91.39189554414554,89.22489146663528,91.37201052858497,41206400
2023-02-24,88.59864807128906,89.35411944878571,88.05193145097732,88.90680516090228,36585100
2023-02-27,89.33423614501953,89.62250819885539,88.80738940834006,89.33423614501953,27502300
2023-02-28,89.52310180664062,90.68613257544551,88.78751546541476,88.79745797356841,30142000
2023-03-01,89.8213119506836,90.48731586981515,89.1354230162253,89.44358008249957,31111200
2023-03-02,91.45153045654297,91.72985998798497,89.05589433365411,89.12548430042554,32204400
2023-03-03,93.0916976928711,93.1712225850235,91.89884706231825,91.92867458480876,35160100
2023-03-06,94.56287384033203,95.39787007156455,93.43961313603252,93.45949056786384,32639300
2023-03-07,93.30044555664062,95.09965264778786,92.97241106194967,94.41377130351091,27835500
2023-03-08,93.68811798095703,95.38792271277032,93.43960838419056,93.55889572084645,34103300
2023-03-09,91.76962280273438,94.96048508775336,91.3521285038895,93.48931253451588,28813500
2023-03-10,90.08969116210938,92.23681759624507,89.86106659308659,91.62051110113339,35941000
2023-03-13,90.56684112548828,92.01813630978192,88.88691376749047,89.55291768928547,37335600
2023-03-14,93.40978240966797,93.79745674885844,91.88890498916527,92.008184734202,36050200
2023-03-15,95.53704071044922,96.35215197597282,92.08772590676253,92.66427005610923,50622100
2023-03-16,99.72193145751953,100.58674759115617,94.9306666982023,95.62649054095976,65492000
2023-03-17,101.0141830444336,102.22690349921263,99.50324045776992,99.66229023906546,61028500
2023-03-20,100.61656951904297,101.14340866524942,99.27461917638456,99.52312877998469,32960400
2023-03-21,104.29450988769531,104.47343710782083,100.6165707432291,100.64639068259812,42110300
2023-03-22,102.75375366210938,105.95455098709382,102.71399121545033,103.64838216824836,43427400
2023-03-23,104.970458984375,105.66629045092277,103.83725575613224,104.43367731037924,40797800
2023-03-24,104.81141662597656,104.86111399814442,103.22094903837505,104.36409477299682,30393300
2023-03-27,101.84917449951172,104.1354658743024,101.32233535604627,103.99630110372327,31120900
2023-03-28,100.42770385742188,101.83923664285179,99.14539334088516,101.82930171872184,32057900
2023-03-29,100.78556060791016,101.87900141617057,100.04997425819485,101.67025424600453,28779600
2023-03-30,100.28853607177734,100.5569306934648,99.18515281353184,100.30842108726377,33086200
2023-03-31,103.11161041259766,103.27065261889246,100.43764459006906,100.69609670719845,36863400
2023-04-03,103.73784637451172,103.90683107967517,101.32233279771957,101.77958954435002,25035400
2023-04-04,104.09569549560547,104.95056906911239,103.41974912548164,103.70802115226054,24420100
2023-04-05,103.84719848632812,105.46747843588288,103.04202976556758,105.14938643400981,28290500
2023-04-06,107.77364349365234,108.51917230738914,103.70803000301844,104.63248603540852,48711500
2023-04-10,105.80545043945312,106.9485885400665,104.49332004592274,106.34223208915799,27067400
2023-04-11,104.72193908691406,106.09371686926528,104.05593520981034,105.91478966217211,26311800
2023-04-12,104.01617431640625,106.11359588152682,103.71795977216782,105.94461117895013,24370300
2023-04-13,106.78954315185547,106.84918302762809,105.2090181886824,105.2090181886824,24843600
2023-04-14,108.22096252441406,108.29054490853437,106.20305821710284,106.25276317029352,26578000
2023-04-17,105.33824920654297,105.52711892714456,103.89688899336706,104.03606134490735,37571200
