Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.261051177978516,24.729274281755732,23.821675325324954,24.71817827354724,212818400
2015-01-05,23.57757568359375,24.11015184940222,23.39117495671791,24.030265339880305,257142000
2015-01-06,23.57979965209961,23.83943001030047,23.21809075132821,23.64193323939418,263188400
2015-01-07,23.91043472290039,24.010292009735185,23.677432129602,23.78838542297973,160423600
2015-01-08,24.829126358032227,24.886822541149925,24.121243847243377,24.238855753255983,237458000
2015-01-09,24.855762481689453,25.130926233067406,24.456329864355926,25.002219979369574,214798000
2015-01-12,24.243288040161133,24.993331490866538,24.14343078035858,24.986674565948025,198603200
2015-01-13,24.458547592163086,25.03106707024186,24.167850465710284,24.72705439552256,268367600
2015-01-14,24.36534309387207,24.51845748240021,24.076863863464137,24.196693619494532,195826400
2015-01-15,23.704057693481445,24.42303444417386,23.668553525712902,24.409720592887236,240056000
2015-01-16,23.519880294799805,23.872712672689556,23.34457387588783,23.75066336426571,314053200
2015-01-20,24.125682830810547,24.181159473930325,23.633049969024885,23.930403963500748,199599600
2015-01-21,24.30986785888672,24.644945594224467,24.025825998667738,24.176722549122562,194303600
2015-01-22,24.942302703857422,24.957836098464018,24.34759293561303,24.467422705298063,215185600
2015-01-23,25.071001052856445,25.241868339769383,24.749235561509025,24.920104541434466,185859200
2015-01-26,25.097637176513672,25.37723997831194,25.0310662095228,25.23965727104322,222460000
2015-01-27,24.218881607055664,24.960050391214992,24.194471750232253,24.94673484648506,382274800
2015-01-28,25.588048934936523,26.21160761831203,25.588048934936523,26.102872167761888,585908400
2015-01-29,26.384689331054688,26.449042434197793,25.643520568141522,25.81217002144716,337745600
2015-01-30,25.99857521057129,26.62878907264439,25.929783020884912,26.27373889027836,334982000
2015-02-02,26.32477378845215,26.444603530304434,25.75891309377555,26.196069274325748,250956400
2015-02-03,26.329219818115234,26.42685757601918,26.0984367387742,26.295933487755963,207662800
2015-02-04,26.531152725219727,26.74196501238614,26.25376947343209,26.295932269467976,280598800
2015-02-05,26.720521926879883,26.785129027633854,26.566801525096473,26.738343227329896,168984800
2015-02-06,26.495508193969727,26.78958086394794,26.388571905025536,26.73834016931549,174826400
2015-02-09,26.671506881713867,26.698239679585615,26.384117406729843,26.410851904296266,155559200
2015-02-10,27.183908462524414,27.212871263141384,26.769534750622277,26.77176135090445,248034000
2015-02-11,27.821060180664062,27.829971678923542,27.290838781933655,27.350989270567034,294247200
2015-02-12,28.173057556152344,28.400296519331267,27.974781388106848,28.08394427058599,297898000
2015-02-13,28.31118392944336,28.35573972347411,27.992605073009173,28.35573972347411,217088800
2015-02-17,28.478269577026367,28.712191735645902,28.275536812930167,28.402522690545037,252609600
2015-02-18,28.676546096801758,28.689912494707233,28.393611543375854,28.433712436786827,179566800
2015-02-19,28.616390228271484,28.74560439039607,28.589657435896967,28.623073426365114,149449600
2015-02-20,28.850317001342773,28.850317001342773,28.52728324375384,28.6542674273515,195793600
2015-02-23,29.63005828857422,29.63005828857422,28.885965911316145,28.96616770882471,283896400
2015-02-24,29.445144653320312,29.763725201645627,29.222362289234308,29.61668802549548,276912400
2015-02-25,28.692142486572266,29.318163857396602,28.549561893076035,29.309250658146496,298846800
2015-02-26,29.055280685424805,29.155532087221516,28.206480271148433,28.692144279554135,365150000
2015-02-27,28.61862564086914,29.08869659224438,28.56961324598533,28.961709005666517,248059200
2015-03-02,28.75897216796875,29.024083703045708,28.58297561073508,28.794618159106065,192386800
2015-03-03,28.81912612915039,28.85477212248449,28.536191581068124,28.73001454520416,151265200
2015-03-04,28.636444091796875,28.863683059023995,28.587435098266674,28.76120507338472,126665200
2015-03-05,28.16191291809082,28.683222713100978,28.017104075134394,28.645350127930662,226068400
2015-03-06,28.204246520996094,28.82135291218888,28.128501334221365,28.605253750386986,291368400
2015-03-09,28.32455062866211,28.865913560085808,27.8611628871626,28.507232105640526,354114000
2015-03-10,27.73863410949707,28.34237414444632,27.580458826512846,28.16192096380277,275426400
2015-03-11,27.232919692993164,27.796558884616413,27.203958593316226,27.792103984548728,275756000
2015-03-12,27.725265502929688,27.82551859010092,27.09701928216281,27.248511363041793,193450800
2015-03-13,27.533672332763672,27.93690957884645,27.308663362514302,27.71412720852023,207309200
2015-03-16,27.83665657043457,27.83665657043457,27.373270530624637,27.598279501504912,143497200
2015-03-17,28.302270889282227,28.3646496774058,27.992603548458405,28.04829913781081,204092400
2015-03-18,28.620847702026367,28.774568061657938,28.153005124528036,28.29335738786922,261083600
2015-03-19,28.404752731323242,28.79462188645905,28.382474833825835,28.68323069927739,183238000
2015-03-20,28.04829978942871,28.605253996197433,27.883441317030055,28.57183800156527,274780400
2015-03-23,28.340147018432617,28.482727608990597,28.186426628736324,28.320097419617298,150838800
2015-03-24,28.22429847717285,28.525052631476665,28.195335681803996,28.344601158711114,131369200
2015-03-25,27.48689079284668,28.253262761877014,27.48689079284668,28.190883964341012,206620800
2015-03-26,27.678483963012695,27.82106455820995,27.313120975357876,27.348766974004576,190291600
2015-03-27,27.457927703857422,27.780961467554363,27.382182512251926,27.75200037071014,158184800
2015-03-30,28.153003692626953,28.15968689058504,27.625008957912392,27.636148754305395,188398800
2015-03-31,27.720808029174805,28.17973912876728,27.705213332577813,28.090625848343983,168362400
2015-04-01,27.680707931518555,27.874529194518605,27.424507880342258,27.807693807361485,162485600
2015-04-02,27.919078826904297,27.972546105017823,27.66733543024624,27.854471753490643,128880400
2015-04-06,28.37133026123047,28.406976250983927,27.698528351730204,27.72971774291731,148776000
2015-04-07,28.072803497314453,28.54287267699022,28.066120298980323,28.435938104255378,140049200
2015-04-08,27.981468200683594,28.159694794832983,27.84111590508492,28.03716379889343,149316800
2015-04-09,28.19533348083496,28.19979007963362,27.772048378461868,28.037158217371275,129936000
2015-04-10,28.315641403198242,28.34014760205144,27.905722621826133,28.0594413149933,160752000
2015-04-13,28.259946823120117,28.64313451901096,28.206479523558635,28.598575319935915,145460400
2015-04-14,28.137413024902344,28.357967087559327,28.05052803962249,28.2933599985599,102098400
2015-04-15,28.24435043334961,28.322323927981227,28.072808745160057,28.16192203889392,115881600
2015-04-16,28.10844612121582,28.315633755757467,28.09507972534032,28.13295231345042,113476000
2015-04-17,27.792102813720703,28.10177019607035,27.72749571744488,27.970329403426064,207828000
2015-04-20,28.427030563354492,28.542876649890996,27.88566932691057,27.9747826163896,188217200
2015-04-21,28.273303985595703,28.56069167187547,28.219835007023242,28.538415480344838,129740400
2015-04-22,28.65427017211914,28.70996577012086,28.141871690320198,28.29113548503806,150618000
2015-04-23,28.888193130493164,29.055279928933935,28.547336333625157,28.582982333146028,183083600
2015-04-24,29.024085998535156,29.10206118539142,28.790163837355443,29.07087179052673,178103600
2015-04-27,29.55208396911621,29.659021968564115,29.217910369468203,29.47633876904951,387816800
2015-04-28,29.086462020874023,29.97313478999959,28.86590967795397,29.955315194105836,475696000
2015-04-29,28.658720016479492,29.31592723810783,28.582974836904967,28.99735012433859,253544400
2015-04-30,27.881208419799805,28.658718261094478,27.754222562054288,28.658718261094478,332781600
2015-05-01,28.727785110473633,28.99067006724177,27.91463084297233,28.09285571406123,234050400
2015-05-04,28.672090530395508,29.088695876659358,28.57406574303931,28.850317107462306,203953200
2015-05-05,28.026025772094727,28.616397754901502,28.021569172397257,28.54956235699764,197085600
2015-05-06,27.85003089904785,28.237671835310294,27.48243956480304,28.195342631457535,288564000
2015-05-07,28.022287368774414,28.20573193766146,27.74488205442266,27.912666783531346,175763600
2015-05-08,28.550241470336914,28.550241470336914,28.21243450683362,28.339950794053617,222201600
2015-05-11,28.259416580200195,28.536820128929442,28.10505411598105,28.498789341360546,168143200
2015-05-12,28.158750534057617,28.384699391912346,27.92385124630615,28.098347079815507,192640000
2015-05-13,28.190065383911133,28.45404669644201,28.158745711813754,28.221385056008515,138776800
2015-05-14,28.847780227661133,28.847780227661133,28.447335604555988,28.50326383431632,180814000
2015-05-15,28.807512283325195,28.968585851091245,28.682233600304514,28.874626838825733,152832000
2015-05-18,29.12519073486328,29.243758330276098,28.715795609468728,28.720270824462286,203531600
2015-05-19,29.098337173461914,29.279544067768388,29.00213885591895,29.23703807259274,178532800
2015-05-20,29.096107482910156,29.30192299967313,28.93503387612367,29.082685251276104,145819600
2015-05-21,29.393638610839844,29.447330937222763,29.04464702332097,29.098339349703892,158921600
2015-05-22,29.65091323852539,29.747111583218956,29.395880609079995,29.440625930475374,182384000
2015-05-26,28.997665405273438,29.733682768025865,28.885808953731924,29.664332314244206,282790400
2015-05-27,29.539060592651367,29.588277721697445,29.09387394390166,29.158749206595562,183332800
2015-05-28,29.48088836669922,29.51891915352305,29.3287652194039,29.49878580995542,122933200
2015-05-29,29.145320892333984,29.40706461659608,29.060308884704277,29.357847497819773,203538000
2015-06-01,29.20348358154297,29.393640932277773,29.09386643353744,29.14531945022551,128451200
2015-06-02,29.07373809814453,29.230336489121086,28.930561938738983,29.051365436466924,134670400
2015-06-03,29.109529495239258,29.292975762426405,29.060312370559238,29.23033640621345,123934000
2015-06-04,28.939504623413086,29.21243466979933,28.838834488110578,28.988721740865582,153800400
2015-06-05,28.78067398071289,29.01333739531543,28.715798717434605,28.970831382248278,142507200
2015-06-08,28.590518951416016,28.905955066130172,28.37351709209542,28.836601176310815,210699200
2015-06-09,28.505502700805664,28.65315406199824,28.102820428705932,28.34442910924805,224301600
2015-06-10,28.832124710083008,28.9350307505541,28.601698948890817,28.617358786370456,156349200
2015-06-11,28.767248153686523,29.12295093398184,28.742639592016413,28.89923797828585,141563600
